"id_idee","id_membre","link","id_categorie","idee","provenance","tags","statut","date_post","id_v1"
"239","108",NULL,"7","il y a 4O ans on fêtait les premiers hommes sur la lune ....et nous les nanas, on aime qu'il nous la décroche? NON?",NULL,,"1","2009-07-23 14:43:44",NULL
"240","97",NULL,"8","Le 25 spetembre 2009, retrouvez le professeur Layton sur Nitendo DS. Dans \"le professeu Layton et la boite de pandore\", de nouvelles énigmes vous feront perdre la tête...",NULL,,"1","2009-07-23 15:22:36",NULL
"241","98",NULL,"7","On n’oublie pas le festival Rock en Seine les 28,29 et 30 août prochain à Saint Cloud. A voir absolument: the Prodigy, Oasis, Faith No More et Macy Gray.",NULL,,"1","2009-07-24 11:23:39",NULL
"116",NULL,NULL,"3","Je suis une fidèle de huile bronzante Lierac très agréable à appliquer et un bronzage à faire tomber !","1","beauté bronzage Lierac soin crème UV soleil peau été solarium","1","2009-07-03 00:00:00","Cricri"
"117",NULL,NULL,"3","La crème de huit heures d’ Elisabeth Arden le must pour des lèvres sèches ! C’est génial !","1","beauté lèvres sèches hydrater Elisabeth Arden","1","2009-07-03 00:00:00","Sandrine"
"247","147",NULL,"7","Vous le saviez? Jean Dujardin et Alexandra Lamy se sont mariés aujourd'hui... Encore un beau gosse qui ne sera jamais notre chouchou ni notre loulou!",NULL,"chouchou loulou mariage","1","2009-07-25 17:44:10",NULL
"248","108",NULL,"5","Les français et les françaises consommeraient plus de glaces cette année 2009!
les nanas, dégustez bien vos glaces mais attetion à la glace ....de votre salle de bains!!!",NULL,,"1","2009-07-27 12:56:29",NULL
"242","78",NULL,"7","Après s'être battu avec François-Xavier, Léo est exclu de la maison des Secrets. Ce soir, lors du prime sur TF1, les candidats vont choisir si oui ou non, ils veulent que le méchant Léo revienne.",NULL,"secret story","1","2009-07-24 13:45:13",NULL
"243","78",NULL,"7","La Nouvelle Star annule sa tournée à La Réunion. Soan a encore frappé! Selon Tele7, il aurait refusé de se rendre à la Réunion pour assurer les spectacles... au détriment de ses camarades!",NULL,"soan nouvelle star","1","2009-07-24 14:11:59",NULL
"244","78",NULL,"6","En Allemagne, deux pubs pour Sprite font scandale. Dans l'une, on voit une jeune femme faire une fellation à un homme, dans sa bouche, c'est du Sprite qui explose... Tout est censuré sur le net!",NULL,"Sprite publicité suggestive censurée","1","2009-07-24 14:14:25",NULL
"245","78",NULL,"3","Les nanas, vous voulez aller à la plage mais vous trouvez que s'épiler c'est trop long? Avec les bandes de cire froide Nair, on ne peut pas faire plus rapide! A vous le bikini!",NULL,"maillot bain épilation cire froide","1","2009-07-25 17:19:47",NULL
"246","78",NULL,"3","Marre d'être blanche comme un cachet d'aspirine mais peur des coups de soleil? On se badigeonne d'autobronzant - mais pas trop! Ceux de Clinique sont tops! On se lave bien les mains après...",NULL,"autobronzant, bronzage, artificiel, clinique, teint hâlé","1","2009-07-25 17:22:08",NULL
"125",NULL,NULL,"3","Petit soin minute pour peau sèche : mixer 2 lamelles de concombre qui vont hydrater, ajouter 3 framboises qui vont nourrir et une touche d’huile d’avocat qui est bourrée de bonnes vitamines !","1","beauté peau sèche soin recette grand-mère nature","1","2009-07-03 00:00:00","Alexia"
"250","78",NULL,"5","Les filles, pensez à emporter vos brumisateurs dans votre sac à mains. C'est toujours pratique avec les grosses chaleurs qui nous attendent en août! Chez Evian, ils en font des tops!",NULL,"brumisateur chaleur eau été","1","2009-07-28 00:25:00",NULL
"127",NULL,NULL,"1","Les dépôts-ventes ! Vous pouvez y trouver des fringues sympas de grandes marques à petits prix.","1",,"1","2009-07-03 00:00:00","Liberty"
"128",NULL,NULL,"5","Vous voulez garder la ligne, avoir de belles fesses et être bien sculptée ? Alors des repas équilibrés, beaucoup de fruits, et du sport 3 fois par semaine !","1",,"1","2009-07-03 00:00:00","Isabelle"
"154","98",NULL,"1","La marque Pilgrim vient d'ajouter de nouveaux accessoires à sa collection d'été. On craque pour les bracelets disponibles sur www.pilgrim.dk/fr.",NULL,,"1","2009-07-06 15:29:25",NULL
"153","86",NULL,"7","Farrah Fawcett lègue sa fortune aux associations contre la violence faites aux femmes",NULL,"Farrah Fawcett fortune associations violence femmes","1","2009-07-06 15:29:15",NULL
"152","86",NULL,"8","Les grands acteurs de la high tech notés par Greenpeace ! Nintendo dernier du classement !!!


",NULL,"Nintendo pollution high-tech greenpeace","1","2009-07-06 15:14:58",NULL
"160","1",NULL,"7","Michael Jackson : ce soir n'oubliez pas l'hommage public avec des vedettes au fameux Staples Center !",NULL,"michael jackson staples center hommage","1","2009-07-07 09:04:18",NULL
"133",NULL,NULL,"1"," Les bandanas années 70 redeviennent à la mode ! N’hésitez pas les nanas à les porter ... De toute les couleurs, ils peuvent aller avec n’importe quelle tenue. Un mélange très sexy, glamour et chic !","1","beauté coiffure cheveux coiffure mode tendance foulard bandanas","1","2009-07-03 00:00:00","Amélie"
"134",NULL,NULL,"3","Il faut boire de l’eau tout le temps pour avoir un joli teint et aussi parce qu’on transpire beaucoup en été ... donc on se déshydrate !","1","beauté bien-être visage peau eau hydratation","1","2009-07-03 00:00:00","Emma"
"178","97",NULL,"8","Le système d'exploitation Google chrome OS sortira en 2010 et viendra directement concurrencer internet explorer ou firfox.",NULL,,"1","2009-07-09 10:16:02",NULL
"205","1",NULL,"7","Le concert de la chanteuse américaine prévu dimanche au Stade Vélodrome a été annulé. Madonna s'est dite \"anéantie\" par l'accident de Marseille. Les billets pour le concert ont été remboursés&#8206;.",NULL,"madonna marseille concert","1","2009-07-18 12:49:36",NULL
"182","78",NULL,"7","Ce soir dans Secret Story le beau Romain est nominé pour avoir parlé de son secret. Sur le plateau, son ex femme, alors qu'il s'approche de plus en plus d'Angie! Il va y avoir du catch sur TF1!",NULL,"secret story romain angie couple people tf1","1","2009-07-10 19:17:24",NULL
"181","108",NULL,"1","aujourd'hui, on s'habille en orange, demain en rouge info TDN + bison fûté!!!",NULL,,"1","2009-07-10 12:55:49",NULL
"156","86",NULL,"7","HIDDEN HOTEL, c'est un nouveau cocon parisien Pur et Naturel, signé HIDDEN CABIN. Magnifique ! A découvrir absolument !",NULL,"hôtel sorties Paris raffiné luxe","1","2009-07-06 15:48:22",NULL
"211","1",NULL,"1","La salon du vintage lance ses ventes flash sur Cornervintage.com !",NULL,"mode vintage ventes privées","1","2009-07-20 10:34:42",NULL
"223","98",NULL,"7","Les Pixies seront en concert au Zénith de Paris les 15 et 16 octobre prochain",NULL,,"1","2009-07-20 13:50:48",NULL
"224","1",NULL,"7","Le nouvel album de Mika dispo dans les bacs le 18 septembre et son single le 17 août !!!",NULL,"musique Mika album single","1","2009-07-20 16:42:07",NULL
"231","97",NULL,"2","Fans de bougies sans oser les brûler? Les piliers LED illusions sont de fausses bougies. La flamme est recréée grâce à de petites ampoules. A partir de 22.90€, vous ne pouvez qu'en tomber amoureuses!!",NULL,,"1","2009-07-21 10:49:17",NULL
"228","86",NULL,"7","En ce moment, ne loupez pas le Nice Jazz festival !!! De grands noms du Jazz sont présents ! Jusqu'au 25 juillet ...",NULL,"culture musique Jazz Nice","1","2009-07-21 10:02:10",NULL
"235","172",NULL,"5","Faire du sport diminue l'incidence de nombreuses problemes de santé, y compris les cancers,  les maladies cardio-vasculaires et les maladies neuro-degenratives (tel alzheimer).

Sans parler du fait",NULL,,"1","2009-07-21 20:53:29",NULL
"234","78",NULL,"7","Du 20 au 26 juillet, c'est le Beach Volley à Marseille, avec ses soirées de folie! Pour la soirée d'ouverture, c'était David Vendetta qui mixait. On attend encore de nombreuses surprises sur la plage",NULL,"beach volley marseille plage prado david vendetta","1","2009-07-21 17:13:31",NULL
"251","78",NULL,"3","Trop de boites tue notre teint? Les cernes se creusent, et notre porte monnaie aussi? Pour ce qui est du fric, on n'a pas vraiment de solution... Contre les cernes, on s'applique un glaçon dessus.",NULL,"cernes glaçon sorties fatigue","1","2009-07-28 00:28:00",NULL
"252","108",NULL,"1","Les filles , dernières Heures des soldes,s'il vous manque le détail chic pour garde robe choc, foncez jusqu'à ce soir!",NULL,,"1","2009-07-28 08:39:17",NULL
"253","108",NULL,"7"," Dixième édition du Prix SNCF du polar, les internautes et les lecteurs peuvent lire jusqu'au 10 septembre les 2 des 6 livres en lice....lors de vos voyages, un bon bouquin!
polar.sncf.com
",NULL,,"1","2009-07-28 10:58:30",NULL
"254","98",NULL,"7","Ce soir, début de la deuxième édition de mon incroyable fiancé sur TF1.",NULL,,"1","2009-07-28 11:08:34",NULL
"255","108",NULL,"3","Attntion aux UV artificiels  avant 30ans, ils augmentent de 75% les risques de cancer!
Soyez vigilantes les filles et vous savez que le look bronzé n'est plus très fashion!!!!",NULL,,"1","2009-07-29 08:39:04",NULL
"256","108",NULL,"7","Ecrire un texto en conduisant augmente de 23% les risques d'accidents...arrêtez vous sur les aires d'autoroute, on peut aussi faire des rencontres:
Pensez à \"Elle descendait dans le midi\" et lalalère",NULL,,"1","2009-07-29 08:45:27",NULL
"257","78",NULL,"3","Les nanas, pensez à bien mettre de la protection solaire, même si c'est couvert. Car si vous ne voyez pas le soleil, lui, il vous voit!",NULL,"ambre solaire protection","1","2009-07-29 22:25:30",NULL
"258","78",NULL,"7","On entame août très bientôt... pas de déprime les filles, les vacances sont loins d'être finies et puis à la rentrée on retrouvera nos séries préférées pour nous consoler!",NULL,"vacances fin aout séries","1","2009-07-29 22:27:25",NULL
"259","108",NULL,"7","Dress code, Blanc et foulard Rouge....pour les fêtes de Bayonne qui ont débuté hier!
Dress code Noir pour les départs et Rouge pour les retours ....pour les chassés croisés de Bizon futé pour demain!",NULL,,"1","2009-07-30 08:49:16",NULL
"260","108",NULL,"7","Attention ce WE à la rencontre des 2 tribus, les juilletistes et les aoûtiens, qui peut donner des croisements hybrides dangereux, involontaires, pas très désirables, et sources de tracas !
PRUDENCE!",NULL,,"1","2009-07-30 09:03:05",NULL
"261","108",NULL,"7","Nouvelle date au Zénith de Paris pour PLACEBO le 27 octobre, places mises en vente aujourd'hui dès 1o h!",NULL,,"1","2009-07-30 09:06:57",NULL
"262","97",NULL,"8","Bientôt retrouvez sur wii \"Metroïd Prime Trilogy\". Vous devez tuer les méchants. Cette dernière version du jeu est un mix des trois premiers jeux. Sortie prévue le 4 septembre.",NULL,,"1","2009-07-30 10:25:39",NULL
"263","108",NULL,"6","Attention, un SMS peut être considéré comme une preuve en cas de divorce! dixit la justice idée qu'on doit avoir en tête quand on envoie un  SMS emflammé \"aumecquin'estpasnotremari\" et inversement !",NULL,,"1","2009-07-31 09:06:18",NULL
"265","108",NULL,"7"," Mois d'août , encore un mois sur le haut de la phalange, 2 mois au top, rien d'étonnant qu'au mois de septembre, nous soyons dans le creux, le trou! N'y pensons pas et vive le mois d'Août !",NULL,,"1","2009-08-01 12:20:41",NULL
"266","108",NULL,"7","La nana de l'été de TDN met les voiles aujourd'hui!Bonvent ; j'espère qu'elle n'aura pas de bouchon....Si le bouchon de champagne du Grand Départ!TDN te souhaite plein de belles choses!",NULL,,"1","2009-08-01 12:23:56",NULL
"267","1",NULL,"5","Les aliments phares pour la mémoire : cervelle de veau bourrée d'omégas 3, fruits de mer, poissons gras comme le saumon, maquereau, sardine, les huiles de colza et de noix !!!",NULL,"nutrition santé mémoire aliments omégas","1","2009-08-02 20:05:55",NULL
"268","108",NULL,"7","En voyage, n'ouliez pas d'étiqueter votre valise!
déjà dit ! Nouvelle raison? Allez voir la comédie cool de cet été, \"jusquà toi\" avec Mélanie Laurent, lumineuse  et le beau Justin Bartha.
En salle",NULL,,"1","2009-08-03 10:34:25",NULL
"269","1",NULL,"7","Au festival Jazz in Marciac, concert historique de Sonny Rollins !",NULL,"concert jazz festival","1","2009-08-03 12:12:33",NULL
"270","1",NULL,"3","La marque de beauté chinoise Herborist lance une \"mousse crépitante après-soleil\", conçue pour prolonger le bronzage et rafraîchir la peau. Extra, oui juste EXTRA !",NULL,"mousse crépitante après-soleil été vacances beauté peau hydratation","1","2009-08-03 13:03:36",NULL
"271","1",NULL,"7","La Gentry de Paris Revue renoue avec le Casino de Paris, pour un spectacle spécial du 4 au 17 septembre prochain. En guest star vous pourrez admirez la pin up Dita Von Teese !",NULL,"Dita Von Teese gentry revue","1","2009-08-05 11:53:05",NULL
"272","1",NULL,"3","L’Institut Arnaud lance un nouvel Exfoliant épicé pour le corps à base d’agrumes",NULL,"nouveauté Arnaud exfoliant agrumes","1","2009-08-05 12:38:08",NULL
"273","235",NULL,"1","Etam lingerie renouvelle ses culottes, strings et shortys ttes les 6 semaines ! A croquer !",NULL,"etam lingerie","1","2009-08-06 12:25:59",NULL
"274","235",NULL,"7","Scarlett Johansson est la nouvelle égérie de Mango. Elle  remplace désormais les soeurs Penélope Cruz et Monica Cruz. Les  premières photos ont été prises à Los Angeles par Mario Sorrenti.",NULL,"mango","1","2009-08-06 12:32:15",NULL
"275","235",NULL,"7","Le nouvel album de Shakira, \"She Wolf\" sortira le 5 octobre prochain. Le premier extrait et son clip sont déjà disponibles.
",NULL,"musique shakira","1","2009-08-06 12:39:35",NULL
"276","161",NULL,"5","Info du jour : le sport est la plus puissant des anti-depresseurs ! Une étude récente en Angleterre a décrit que 70% des drogues antidépresseurs Prescrits ne devraient pas l'être !",NULL,"Forme, sport, depression, santé","1","2009-08-06 22:27:37",NULL
"277","108",NULL,"1","Lily ALLEN, nouvelle égérie de CHANEL!
La belle chanteuse anglaise  talentueuse  nous offre son joli minois pour la campagne hiver de Chanel!Rien que cela!",NULL,,"1","2009-08-10 15:07:12",NULL
"278","1",NULL,"5","Après des partenariats avec les marques Bonduelle, Joker, Powerade du groupe Coca-Cola, ..., LES MILLS, leader des cours collectifs de fitness s’associe à Nestlé dans plus de 50 pays !",NULL,"sport forme nutrition fitness lesmills partenariat","1","2009-08-10 19:36:13",NULL
"279","1",NULL,"7","Jusqu'au 22 août rdv au festival d'Aurillac si vous aimez le théâtre !",NULL,"théâtre festival Aurillac","1","2009-08-10 19:58:10",NULL
"280","108",NULL,"5","Lily ALLEN demanderait des conseils de régime ...à Kate Moss!Mais la réponse serait un régime, 
pour les \"rocksgirls\",champagne, alcool...On ne veut pas savoir nous qui sommes au top santé, version été!",NULL,,"1","2009-08-11 09:49:26",NULL
"281","108",NULL,"7","les Fêtes de Bayonne perdent le monopole du rouge et blanc....au concert de Coldplay, le 7 septembre à Paris, le dress code serait ...rouge et blanc!",NULL,,"1","2009-08-12 09:19:31",NULL
"282","1",NULL,"7","On attend avec impatience Inglourious Basterds de Quentin Tarantino avec Brad Pitt, Mélanie Laurent, Diane Kruger et le très talentueux Christoph Waltz  ... Sortie le 19 août !",NULL,"cinéma Inglourious Basterds Quentin Tarantino Brad Pitt","1","2009-08-15 21:00:11",NULL
"283","1",NULL,"7","Johnny Depp après 9 ans de tournage ultra catastrophe abandonne le tournage de \"Don Quichotte\".",NULL,"cinéma tournage Johnny Depp Don Quichotte","1","2009-08-15 21:02:28",NULL
"284","1",NULL,"7","La nouvelle série à ne pas rater est sur Arte ! C'est Mistresses, l'histoire de copines trentenaires et quadra qui recherchent l'amour ... et surtout qui nous font mourir de rire !",NULL,"mistresses série arte","1","2009-08-15 21:04:44",NULL
"285","1",NULL,"3","Apparemment, la couleur IN de l'hiver serait le roux ! Avis aux amatrices de Nicole Kidman ...",NULL,"coiffure cheveux couleur roux rousse","1","2009-08-15 21:06:27",NULL
"286","1",NULL,"1","La botte de l'hiver se porte haute ... voir très haute. On dit OUI aux cuissardes sans énormes talons et sans vulgarité !",NULL,"cuissardes mode chaussures fashion accessoires","1","2009-08-15 21:07:45",NULL
"287","1",NULL,"7","Mika sort son nouvel album à la rentrée ! Préparez-vous à écouter \"We are golden\" dès le 21 septembre !",NULL,"musique golden mika chansons","1","2009-08-15 21:08:50",NULL
"288","1",NULL,"7","Imaginez un casting de choc regroupant Sophia Loren, Nicole Kidman, Penélope Cruz, Kate Hudson et Marion Cotillard ... chantant et dansant ... Un futur carton, non ? Pour une nouvelle comédie musicale \" Nine\".",NULL,"musique cinéma chanson Marion Cotillard Kate Hudson Sophia Loren Nicole Kidman Penélope Cruz Nine","1","2009-08-15 21:12:42",NULL
